Incident Number,Incident_Type,Date_Reported,Cause_Category,Cause_Agent,Population_Density,Province,Latitude,Longitude,Substance,Release_Type,Significant,Pipeline_Type,Activity_in_Process,Pipeline_Involved,Rupture,Environmental_Impact,Source of Explosion,Source of Fire,Activity at time of fatality,Injury,Pax,Evacuees,Pipeline_Name,Pipeline_Length,Substance_Carried,Land_Use,Emergency_Level,Nominal_Pipe_Size,Pipe_Material,Material_Grade,Design_Thickness,Licensed_Max_Pressure,Actual_Operating_Pressure,Year_of_Manufacture,Year_of_Installation,Service_Year,Weld type ,Seam_Type,Seam_Joining_Method,Coating_Location,Coating_Type
INC2012-080,Explosion,06/28/2012,Defect and Deterioration,Maintenance,Unknown,Alberta,56.46368,-112.84413,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,Battery Explosion,,,,,0,NGTL - Buffalo Creek Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-081,Fire,06/29/2012,Corrosion and Cracking,Maintenance,Unknown,British Columbia,57.06925,-121.63939,Natural Gas - Sweet,Gas,Yes,,Operation,Yes,Yes,No,,Under Investigation or Unknown,,,,0,"16"" Nig Creek Pipeline",44.85426204,Natural Gas Sour,Unknown Land Use (Historical Data Migration),Level III,,,,,,,,,,,,,,
INC2012-082,Release of Substance,06/29/2012,Equipment Failure,Maintenance,Unknown,British Columbia,56.27789,-120.97802,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-083,Explosion,07/04/2012,Defect and Deterioration,Maintenance,Low ,Alberta,57.87538,-118.41276,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Dryden creek Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-084,Explosion,07/04/2012,Defect and Deterioration,Maintenance,Unknown,Alberta,54.34676,-116.87305,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,Battery Explosion,,,,,0,NGTL - Kaybob South #3 Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-086,Release of Substance,07/11/2012,Corrosion and Cracking,Maintenance,Unknown,Alberta,54.83015,-118.64728,Natural Gas - Sweet,Gas,No,,Maintenance,Yes,No,No,,,,,,0,NGTL - Gold Creek Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-088,Fire,02/02/2012,Incorrect Operation,Human Factors,Unknown,Alberta,52.50498,-115.48418,Not Applicable,Not Applicable,No,,Maintenance,No,No,No,,Other Event (Nature or 3rd Party),,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-089,Release of Substance,07/14/2012,Corrosion and Cracking,Engineering and Planning,Unknown,British Columbia,56.14632,-120.66908,Sulphur Dioxide,Miscellaneous,Yes,,Maintenance,Yes,No,No,,,,,,0,WEI - McMahon Gas Plant (Taylor Gas Plant),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-090,Explosion,07/16/2012,Defect and Deterioration,Maintenance,Unknown,Alberta,57.36127,-119.75155,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,NGTL - Tanghe Creek Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-091,Release of Substance,07/18/2012,Defect and Deterioration,Maintenance,Unknown,Saskatchewan,50.28593,-102.95152,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-092,Release of Substance,07/16/2012,To be determined,To be determined,Unknown,New Brunswick,47.35983,-68.32515,Pulp slurry,Miscellaneous,No,,Operation,No,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-093,Explosion,07/26/2012,Defect and Deterioration,Maintenance,Unknown,Alberta,53.03778,-115.27248,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,Battery Explosion,,,,,0,NGTL - Boggy Hall Meter Sation,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-095,Explosion,07/27/2012,Defect and Deterioration,Maintenance,Unknown,Saskatchewan,50.40093,-104.77915,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,Battery Explosion,,,,,0,TCPL -  Grand Coulee Receipt Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-097,Fire,07/31/2012,External Interference,Maintenance,Unknown,Ontario,49.48156,-91.95934,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,TCPL - Station 58 (Ignace Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-098,Fire,07/09/2021,Incorrect Operation,Human Factors,Medium ,British Columbia,49.21698,-122.81234,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-099,Fire,07/09/2021,Equipment Failure,Engineering and Planning,Low ,Alberta,57.191515,-118.19432,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,Equipment & Electrical,,,,0,NORTH CENTRAL CORRIDOR,378.5193526,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-100,Serious Injury (CER),07/11/2021,Incorrect Operation,Human Factors,Low ,Alberta,53.916196,-119.171126,Not Applicable,Not Applicable,Yes,Transmission,Maintenance,No,No,No,,,,Fracture,1,0,"GRANDE CACHE LATERAL (8"" & 4"" 1971) SMOKY SECTION",,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-103,Fire,07/15/2021,Incorrect Operation,Failure in communication,Medium ,Quebec,45.4125333,-74.040663,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,Equipment & Electrical,,,,0,Line 100-1 (Montreal),,,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-107,Operation Beyond Design Limits,07/16/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,55.7536,-112.26055,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,PELICAN MAINLINE NPS 16,271.4092112,Natural Gas,Water / Wetlands,Not Emergency,NPS 16,Carbon Steel,414 - X60,,9650,,,1976,1976,,,,External,Extruded Polyethylene
INC2021-109,Operation Beyond Design Limits,07/22/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Manitoba,49.564886,-99.511834,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Water / Wetlands,Not Emergency,NPS 24,Carbon Steel,359 - X52,7.1 mm = 0.280 in,75403,,1956,1956,1956,Long Seam (Longitudinal),Straight,Electric Flash Welded,External,Coal Tar Enamel Narrow
INC2021-110,Release of Substance,07/24/2021,External Interference,To be determined,Low ,British Columbia,56.196056,-120.572512,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,1,"16"" Boundary Lake Pipeline",49.55772514,"Natural Gas, Natural Gas Sweet",Agricultural Cropland,Not Emergency,NPS 16,Carbon Steel,359 - X52,6.3 mm = 0.250 in,6895,4826,1959,1960,1960,,,Electric Resistance Welded,External,Asphalt Mastic
INC2021-113,Fire,08/05/2021,Equipment Failure,Tools and Equipment,Low ,Saskatchewan,50.67645152,-109.9787226,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,LINE 100-1,2595.724534,Natural Gas,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-111,Release of Substance,07/28/2021,Corrosion and Cracking,Engineering and Planning,Low ,Alberta,50.4412,-111.287,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,TIDE LAKE LATERAL - NPS 10,9.85785148,Natural Gas,Agricultural Cropland,Not Emergency,NPS 6,Carbon Steel,317 - X46,7.1 mm = 0.280 in,6627,4558,,1974,1975,Girth (Circumferential),Straight,,External,Polyethylene Tape Wrap
INC2021-112,Release of Substance,07/28/2021,External Interference,Engineering and Planning,Low ,New Brunswick,47.36142,-68.32838,Water,Miscellaneous,No,Distribution,Operation,Yes,No,No,,,,,,0,BLEACHED WHITE WATER RETURN,1.42205034,White Water,Developed Land - Industrial,Not Emergency,NPS 20,Stainless Steel,,,,,,,,,,,,
INC2021-116,Operation Beyond Design Limits,08/12/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Quebec,45.390751,-74.147229,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Forests,Not Emergency,NPS 10,Carbon Steel,317 - X46,7.7 mm = 0.303 in,8274,,,,,,Straight,Electric Resistance Welded,,Coal Tar Enamel Narrow
INC2021-117,Operation Beyond Design Limits,08/13/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,55.08384,-112.50515,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,PELICAN MAINLINE NPS 16,271.4092112,Natural Gas,Agricultural Cropland,Not Emergency,NPS 16,Carbon Steel,414 - X60,7.0 mm = 0.276 in,9650,,,,1976,,,,,Extruded Polyethylene
INC2021-118,Adverse Environmental Effects,08/13/2021,Other Causes,Natural or Environmental Forces,Low ,Alberta,54.31162516,-117.2245373,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,,,,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-122,Release of Substance,08/27/2021,Corrosion and Cracking,Tools and Equipment,Low ,British Columbia,49.00167985,-116.1858966,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,ANG MAINLINE,169.6493858,Natural Gas,Forests,Not Emergency,NPS 1/2,Carbon Steel,,3.7 mm = 0.146 in,,,,,,,,,,
INC2021-125,Operation Beyond Design Limits,08/31/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,52.645,-119.179,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Water / Wetlands,Not Emergency,NPS 24,Carbon Steel,359 - X52,7.9 mm = 0.311 in,6700,,1952,1952,1952,Long Seam (Longitudinal),Straight,Submerged Arc Welding,External,Multi-layer
INC2021-126,Serious Injury (CER),09/01/2021,Incorrect Operation,Human Factors,Low ,Alberta,54.38829,-118.01585,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Fracture,1,0,GRANDE PRAIRIE MAINLINE LOOP NO. 2 (DEEP VALLEY SECTION),,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2012-158,Release of Substance,11/18/2012,Equipment Failure,Maintenance,Unknown,Saskatchewan,49.98008,-109.12,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Foothills - Piapot Saskatchewan Compressor Stn 392,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-159,Release of Substance,11/18/2012,Corrosion and Cracking,Maintenance,Unknown,British Columbia,55.15019444,-121.4512055,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,Bullmoose Pipeline,7.99857685,Natural Gas Sour,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-161,Fire,11/22/2012,External Interference,Standards and Procedures,Unknown,Ontario,43.406032,-80.43846,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Under Investigation or Unknown,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-162,Release of Substance,11/22/2012,Corrosion and Cracking,Maintenance,Very High ,Quebec,45.27297,-73.893093,Natural Gas - Sweet,Gas,No,,Construction,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-164,Release of Substance,11/24/2012,Equipment Failure,Maintenance,Unknown,Saskatchewan,50.48053,-104.57829,Natural Gas Liquids,Gas,No,,Operation,Yes,No,No,,,,,,0,Regina Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-166,Release of Substance,11/27/2012,Defect and Deterioration,Maintenance,High ,Nova Scotia,45.17667,-61.6226,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Goldboro Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-168,Release of Substance,12/07/2012,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.239523,-66.102866,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,MNE - St. John Lateral Pressure Regulating Station,,,Unknown Land Use (Historical Data Migration),Level I,NPS 1/2,,,,0,,,,,,,,,
INC2012-176,Operation Beyond Design Limits,02/27/2012,Other Causes,Maintenance,Unknown,Alberta,53.5467,-113.35465,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-171,Serious Injury (CER),12/15/2012,Incorrect Operation,Human Factors,Unknown,Alberta,53.54719,-113.35571,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Fracture,1,0,EPI - Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-173,Release of Substance,12/26/2012,Equipment Failure,Maintenance,Unknown,Saskatchewan,50.60505,-108.70856,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 5 (Cabri Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-174,Fire,12/29/2012,Equipment Failure,Engineering and Planning,Unknown,Alberta,53.54747,-113.35571,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-175,Fire,01/08/2013,Equipment Failure,Maintenance,Unknown,Ontario,43.551392,-79.593431,Not Applicable,Not Applicable,No,,Construction,No,No,Yes,,Equipment & Electrical,,,,0,PARKWAY LOOP,13.34365467,Natural Gas Sweet,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-177,Operation Beyond Design Limits,02/27/2012,Other Causes,Maintenance,Unknown,Alberta,53.5467,-113.35465,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-178,Operation Beyond Design Limits,02/27/2012,Other Causes,Maintenance,Unknown,Alberta,53.5467,-113.35465,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-200,Operation Beyond Design Limits,11/30/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.381344,-121.357301,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6450,,1957,1957,1957,,Seamless,Electric Flash Welded,External,Asphalt Mastic
INC2021-201,Operation Beyond Design Limits,11/30/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.850025,-120.490994,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 36,Carbon Steel,414 - X60,9.9 mm = 0.390 in,6450,,1970,1971,1971,,Straight,Double Submerged Arc Welding,External,Polyethylene Tape Wrap
INC2021-202,Operation Beyond Design Limits,12/01/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,49.613918,-92.407115,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,LINE 100-1,2595.724534,Natural Gas,Forests,Not Emergency,NPS 30,,359 - X52,,6895,6154,,1957,,,,,,
INC2021-203,Serious Injury (CER),12/01/2021,External Interference,Natural or Environmental Forces,Low ,Alberta,51.7971,-114.6394,Not Applicable,Not Applicable,Yes,Transmission,Operation,No,No,No,,,,Fracture,2,2,,,,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-204,Operation Beyond Design Limits,12/02/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.40833,-121.31506,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-205,Fire,12/02/2021,Incorrect Operation,Human Factors,Low ,Quebec,45.31367502,-73.48288501,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,Line 800-1,55.49749331,Natural Gas,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-206,Adverse Environmental Effects,12/03/2021,Other Causes,Natural or Environmental Forces,Low ,Saskatchewan,53.811316,-109.992518,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,BLACKPEARL ONION LAKE,3.55985066,"Condensate, Crude Oil",Tundra / Native Prairie / Parks,Not Emergency,,,,,,,,,,,,,,
INC2013-063,Release of Substance,04/16/2013,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.218884,-65.984989,Natural Gas - Sweet,Gas,No,Distribution,Operation,No,No,No,,,,,,0,Emera - Red Head Metre Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-207,Operation Beyond Design Limits,12/07/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.477403,-121.255018,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-209,Operation Beyond Design Limits,12/08/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.561804,-121.102747,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-212,Operation Beyond Design Limits,12/09/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.989871,-120.921906,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6450,,1957,1957,1957,,Seamless,Double Submerged Arc Welding,External,Asphalt Mastic
INC2021-213,Fire,12/10/2021,Incorrect Operation,Human Factors,Low ,British Columbia,51.352641,-120.18603,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-215,Adverse Environmental Effects,12/14/2021,Incorrect Operation,Inadequate Supervision,Low ,British Columbia,49.2024147,-121.7181539,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,Yes,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-216,Fire,12/16/2021,Incorrect Operation,Maintenance,Low ,Alberta,52.30497443,-112.2043993,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,HALKIRK LATERAL - NPS 4,0.41798378,Natural Gas,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-217,Fire,12/16/2021,Incorrect Operation,Tools and Equipment,Low ,Alberta,54.38267528,-118.1657511,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Housekeeping,,,,0,,,,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-218,Fire,12/17/2021,External Interference,Natural or Environmental Forces,Low ,Alberta,53.183217,-116.165895,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,Yes,,Equipment & Electrical,,,,0,EDSON MAINLINE LOOP NO. 4 (ROBB SECTION),,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-220,Operation Beyond Design Limits,12/18/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.429033,-121.308868,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6450,,1957,1957,1957,,Seamless,Electric Flash Welded,External,Asphalt Mastic
INC2013-056,Fire,04/04/2013,Incorrect Operation,Maintenance,High ,Ontario,42.281736,-83.07803,Mixed HVP Hydrocarbons,Gas,No,Distribution,Operation,No,No,No,,Equipment & Electrical,,,,0,Plains - Windsor Terminal,,,Unknown Land Use (Historical Data Migration),Level II,,,,,,,,,,,,,,
INC2013-058,Fire,04/05/2013,Incorrect Operation,Standards and Procedures,Unknown,Alberta,52.653959,-111.268469,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Under Investigation or Unknown,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-059,Operation Beyond Design Limits,04/09/2013,External Interference,Human Factors,Unknown,Alberta,51.9565,-112.370504,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,NGTL - Byemoor Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-062,Operation Beyond Design Limits,04/13/2013,Incorrect Operation,Engineering and Planning,Unknown,Ontario,42.281736,-83.07803,Not Applicable,Not Applicable,No,,Operation,Yes,No,Yes,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-064,Release of Substance,04/18/2013,Equipment Failure,Maintenance,Unknown,Saskatchewan,51.865344,-109.026045,Crude Oil - Sweet,Liquid,No,,Operation,Yes,No,No,,,,,,0,EPI - Kerrobert Pump Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-066,Release of Substance,04/26/2013,External Interference,Engineering and Planning,Unknown,Nova Scotia,44.68563,-63.59679,Natural Gas - Sweet,Gas,No,Gathering,Operation,No,No,Yes,,,,,,0,Halifax Lateral,126.1401343,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-067,Operation Beyond Design Limits,04/26/2013,Incorrect Operation,Standards and Procedures,Unknown,Alberta,53.5475,-113.35566,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-069,Operation Beyond Design Limits,04/30/2013,Incorrect Operation,Maintenance,Unknown,Alberta,54.5353,-117.10964,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-070,Fire,05/01/2013,Defect and Deterioration,Maintenance,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,No,No,Yes,,Equipment & Electrical,,,,0,Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-071,Fire,05/03/2013,External Interference,Failure in communication,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Housekeeping,,,,0,Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-072,Fire,05/04/2013,Defect and Deterioration,Standards and Procedures,Unknown,Alberta,54.095087,-112.305849,Not Applicable,Not Applicable,No,,Operation,No,No,No,,Equipment & Electrical,,,,0,NGTL - Smoky Lake Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-073,Release of Substance,05/07/2013,Equipment Failure,Tools and Equipment,Unknown,New Brunswick,45.254932,-65.988823,Natural Gas - Sweet,Gas,No,,Operation,No,No,Yes,,,,,,0,Irving Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-074,Operation Beyond Design Limits,05/10/2013,Equipment Failure,Maintenance,Unknown,Saskatchewan,51.868264,-109.036068,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Kerrobert Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-075,Release of Substance,05/12/2013,Equipment Failure,Tools and Equipment,Unknown,Alberta,56.035238,-117.966456,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,Yes,,,,,,0,NGTL - Cardinal Lake Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2013-077,Release of Substance,05/15/2013,Equipment Failure,Maintenance,Very High ,New Brunswick,45.254932,-65.988823,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Irving Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2022-071,Fire,04/22/2022,Incorrect Operation,Human Factors,Low ,British Columbia,52.816016,-119.270767,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-073,Release of Substance,04/25/2022,Incorrect Operation,Standards and Procedures,Industrial Area,Manitoba,49.017581,-97.555566,Crude Oil - Synthetic,Liquid,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Developed Land - Industrial,Not Emergency,,,,,,,1950,1950,1950,,,,,
INC2022-074,Fire,04/26/2022,Incorrect Operation,Human Factors,Low ,British Columbia,50.165,-120.437222,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Shrub Land,Not Emergency,,,,,,,,,,,,,,
INC2022-080,Fire,05/13/2022,External Interference,Tools and Equipment,Industrial Area,Saskatchewan,51.8688281,-109.0304523,Not Applicable,Not Applicable,No,Transmission,Abandonment,No,No,No,,Other Event (Nature or 3rd Party),,,,0,,,,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2022-075,Fire,04/27/2022,Incorrect Operation,Engineering and Planning,Low ,British Columbia,50.666107,-120.416648,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Shrub Land,Not Emergency,,,,,,,,,,,,,,
